STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,KIDPRO,F_KIDPRO,YAPRO,F_YAPRO,TOTATTEN,F_TOTATT,KIDATTEN,F_KIDATT,YAATTEN,F_YAATT,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,WIFISESS,F_WIFISS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE,C19CLOSE,C19PUBSV,C19ELMAT,C19ECRD1,C19ECRD2,C19REFER,C19OUTSD,C19LIVEP,C19RECDP,C19XWIF1,C19XWIF2,C19XWIF3,C19STOTH
NH,NH0047,NH89141,DALAND MEMORIAL LIBRARY,5 NORTH MAIN STREET,MONT VERNON,03057,1407,P O BOX 335,MONT VERNON,03057,0335,HILLSBOROUGH,6036737888,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,2545,R_20,2374,1,R_20,0,R_20,0,R_20,0,R_20,2.3,R_20,0.15,R_20,2.45,R_20,129805,R_20,0,R_20,3000,R_20,18231,R_20,151036,R_20,91125,R_20,5025,R_20,96150,R_20,9183,R_20,3100,R_20,1996,R_20,14279,R_20,8891,R_20,119320,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,11373,R_20,31497,R_20,351,R_20,24300,R_20,863,R_20,129,R_20,0,R_20,22,R_20,22,R_20,1591,R_20,3870,R_20,CT,350,R_20,ES,1579,R_20,13935,R_20,1529,R_20,4100,R_20,9835,R_20,2712,R_20,6812,R_20,16647,R_20,243,R_20,619,R_20,83,R_20,48,R_20,5,R_20,1616,R_20,1219,R_20,25,R_20,1,R_20,86,ID20,718,IG19,6943,2021,01,2,00,00,00,-71.67437286,42.89509928,33,011,M,418735,41,41,195.02,1011,3302,31700,0,E,100,STREETADDRESS,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N
NH,NH0048,NH89142,MOULTONBOROUGH PUBLIC LIBRARY,4 HOLLAND STREET,MOULTONBOROUGH,03254,3316,PO BOX 150,MOULTONBOROUGH,03254,0150,CARROLL,6034768895,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,4117,R_20,3841,1,R_20,0,R_20,0,R_20,1,R_20,6,R_20,0.38,R_20,6.38,R_20,596339,R_20,0,R_20,0,R_20,21791,R_20,618130,R_20,288785,R_20,142424,R_20,431209,R_20,13567,R_20,6237,R_20,2423,R_20,22227,R_20,77753,R_20,531189,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,30898,R_20,31244,R_20,1875,R_20,23832,R_20,5256,R_20,17,R_20,0,R_20,20,R_20,20,R_20,1452,R_20,26011,R_20,CT,100,R_20,ES,5228,R_20,45921,R_20,9944,R_20,10856,R_20,35065,R_20,52,R_20,10908,R_20,45973,R_20,418,R_20,550,R_20,146,R_20,118,R_20,8,R_20,7436,R_20,7221,R_20,28,R_20,12,R_20,1043,R_20,49022,R_20,31119,2021,01,1,00,00,00,-71.39686916,43.75598714,33,003,M,49167,43,43,9563.02,3011,3301,-4,N,E,100,STREETADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
NH,NH0049,NH89143,NASHUA PUBLIC LIBRARY,2 COURT STREET,NASHUA,03060,3440,2 COURT STREET,NASHUA,03060,3440,HILLSBOROUGH,6035894600,NO,CI,SO,Y,CI1,N,07/01/2019,06/30/2020,88706,R_20,82751,1,R_20,0,R_20,0,R_20,10.63,R_20,12.63,R_20,24.13,R_20,36.76,R_20,3461495,R_20,0,R_20,0,R_20,120232,R_20,3581727,R_20,1979052,R_20,887418,R_20,2866470,R_20,132000,R_20,73500,R_20,44045,R_20,249545,R_20,363480,R_20,3479495,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,120246,R_20,31754,R_20,4277,R_20,23828,R_20,7755,R_20,17,R_20,17,R_20,22,R_20,39,R_20,2477,R_20,187626,R_20,CT,27984,R_20,ES,54200,R_20,362254,R_20,107925,R_20,87944,R_20,274310,R_20,29709,R_20,117653,R_20,391963,R_20,2389,R_20,2681,R_20,792,R_20,363,R_20,125,R_20,15150,R_20,7727,R_20,1495,R_20,34,R_20,19093,R_20,130440,IG19,165912,2021,01,2,00,00,00,-71.46487602,42.76291352,33,011,50260,418735,13,13,106,1012,3302,31700,0,E,100,POINTADDRESS,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N
NH,NH0050,NH89144,OLIVIA RODHAM MEMORIAL LIBRARY,1 NELSON COMMON ROAD,NELSON,03457,5325,1 NELSON COMMON ROAD,NELSON,03457,5325,CHESHIRE,6038473214,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,736,R_20,687,1,R_20,0,R_20,0,R_20,0,R_20,0.55,R_20,0.15,R_20,0.7,R_20,35133,R_20,0,R_20,0,R_20,4805,R_20,39938,R_20,-9,H_20,-9,H_20,-9,H_20,2728,R_20,450,R_20,0,IY20,3178,IY20,-9,H_20,38847,R_20,39919,R_20,0,R_20,0,R_20,0,R_20,39919,R_20,1070,R_20,7272,R_20,31237,R_20,164,R_20,23828,R_20,1644,R_20,17,R_20,0,R_20,20,R_20,20,R_20,450,R_20,1962,R_20,CT,251,R_20,CT,438,R_20,5400,R_20,301,R_20,1306,R_20,4094,R_20,0,R_20,1306,R_20,5400,R_20,230,R_20,324,R_20,81,R_20,37,R_20,1,IQ20,4615,R_20,4020,R_20,0,IP17,2,R_20,360,R_20,360,R_20,1400,2021,01,2,00,00,00,-72.12737829,42.9896119,33,005,M,76228,42,42,9704.02,2008,3302,28300,1,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
NH,NH0051,NH89145,WHIPPLE FREE LIBRARY,67 MONT VERNON RD,NEW BOSTON,03070,3914,PO BOX 237,NEW BOSTON,03070,0237,HILLSBOROUGH,6034873391,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,5789,R_20,5400,1,R_20,0,R_20,0,R_20,0,R_20,4.05,R_20,0.08,R_20,4.13,R_20,295144,R_20,0,R_20,0,R_20,5282,R_20,300426,R_20,183964,R_20,42797,R_20,226761,R_20,13170,R_20,4303,R_20,887,R_20,18360,R_20,32689,R_20,277810,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,27328,R_20,31500,R_20,504,R_20,24056,R_20,1984,R_20,49,R_20,0,R_20,22,R_20,22,R_20,1030,R_20,6458,R_20,CT,436,R_20,CT,2999,R_20,24177,R_20,7130,R_20,8965,R_20,15212,R_20,5766,R_20,14731,R_20,29943,R_20,338,R_20,572,R_20,290,R_20,215,R_20,44,R_20,1838,R_20,1242,R_20,313,R_20,6,R_20,191,R_20,47,R_20,9971,2021,01,1,00,00,00,-71.69647504,42.97131848,33,011,50660,418735,41,41,200,1016,3302,31700,0,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
NH,NH0052,NH89146,NEWBURY PUBLIC LIBRARY,933 ROUTE 103,NEWBURY,03255,5803,P.O. BOX 245,NEWBURY,03255,0245,MERRIMACK,6037635803,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,2179,R_20,2033,1,R_20,0,R_20,0,R_20,1.85,R_20,2.33,R_20,0.5,R_20,2.83,R_20,244249,R_20,0,R_20,0,R_20,16211,R_20,260460,R_20,121645,R_20,62934,R_20,184579,R_20,15568,R_20,1070,R_20,1773,R_20,18411,R_20,28367,R_20,231357,R_20,200000,R_20,0,R_20,0,R_20,63510,R_20,263510,R_20,104623,R_20,13168,R_20,509866,R_20,1044,R_20,431600,R_20,1571,R_20,18457,R_20,0,R_20,20,R_20,20,R_20,809,R_20,4943,R_20,CT,358,R_20,CT,1653,R_20,15307,R_20,2851,R_20,5184,R_20,10123,R_20,212,R_20,5396,R_20,15519,R_20,302,R_20,596,R_20,38,R_20,20,R_20,0,R_20,297,R_20,164,R_20,0,R_20,6,R_20,514,ID20,663,ID20,-1,2021,01,2,00,00,00,-72.03486111,43.31970696,33,013,M,152622,42,42,405.02,2038,3302,18180,1,E,100,POINTADDRESS,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N
NH,NH0053,NH89147,NEW CASTLE PUBLIC LIBRARY,301 WENTWORTH ROAD,NEW CASTLE,03854,3007,P.O. BOX 329,NEW CASTLE,03854,0329,ROCKINGHAM,6034316773,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,969,R_20,904,1,R_20,0,R_20,0,R_20,0,R_20,0.88,R_20,0.03,R_20,0.91,R_20,109150,R_20,0,R_20,0,R_20,10344,R_20,119494,R_20,-9,H_20,-9,H_20,-9,H_20,7499,R_20,146,R_20,1529,R_20,9174,R_20,-9,H_20,112760,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,10895,R_20,31237,R_20,247,R_20,23828,R_20,1092,R_20,17,R_20,0,R_20,20,R_20,20,R_20,1008,R_20,1630,R_20,ES,2855,R_20,ES,710,R_20,9729,R_20,4099,R_20,1612,R_20,8117,R_20,0,R_20,1612,R_20,9729,R_20,81,R_20,92,R_20,34,R_20,14,R_20,0,R_20,1864,R_20,708,R_20,0,R_20,2,R_20,110,R_20,55,R_20,-1,2021,01,1,00,00,00,-70.71677305,43.06484284,33,015,M,311307,23,23,697,3017,3301,14460,0,E,100,POINTADDRESS,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N
NH,NH0054,NH89148,NEW DURHAM PUBLIC LIBRARY,2 OLD BAY ROAD,NEW DURHAM,03855,2214,2 OLD BAY ROAD,NEW DURHAM,03855,2214,STRAFFORD,6038592201,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,2636,R_20,2459,1,R_20,0,R_20,0,R_20,0,R_20,1,R_20,0.53,R_20,1.53,R_20,132311,R_20,0,R_20,3000,R_20,0,R_20,135311,R_20,-9,H_20,-9,H_20,-9,H_20,4848,R_20,0,R_20,7,R_20,4855,R_20,-9,H_20,102808,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,15308,R_20,31237,R_20,855,R_20,23828,R_20,1124,R_20,17,R_20,0,R_20,20,R_20,20,R_20,374,R_20,3886,R_20,CT,809,IG19,M,654,R_20,6733,R_20,1423,R_20,3734,R_20,2999,R_20,0,R_20,3734,R_20,6733,R_20,55,R_20,51,R_20,111,R_20,96,R_20,5,IQ20,1702,R_20,1404,R_20,0,IP19,6,R_20,109,R_20,802,ID20,-1,2021,01,2,00,00,00,-71.16336252,43.43489229,33,017,M,131533,42,42,885,3010,3301,14460,0,E,100,STREETADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
NH,NH0055,NH89149,PAUL MEMORIAL LIBRARY,76 MAIN STREET,NEWFIELDS,03856,8312,76 MAIN STREET,NEWFIELDS,03856,8312,ROCKINGHAM,6037788169,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,1721,R_20,1605,1,R_20,0,R_20,0,R_20,0.63,R_20,1.38,R_20,0.05,R_20,1.43,R_20,61408,R_20,0,R_20,0,R_20,23693,R_20,85101,R_20,-9,H_20,-9,H_20,-9,H_20,3746,R_20,740,R_20,644,R_20,5130,R_20,-9,H_20,75609,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,9223,R_20,31237,R_20,417,R_20,23828,R_20,1514,R_20,17,R_20,0,R_20,20,R_20,20,R_20,1330,R_20,2190,R_20,CT,52,IG19,CT,1329,R_20,10400,R_20,4034,R_20,2868,R_20,7532,R_20,47,R_20,2915,R_20,10447,R_20,391,R_20,276,R_20,27,R_20,22,R_20,3,IQ20,570,R_20,264,R_20,13,R_20,3,R_20,257,ID20,186,IG18,-1,2021,01,2,00,00,00,-70.94175566,43.03617262,33,015,51300,311307,23,23,675.05,1010,3301,14460,0,E,100,POINTADDRESS,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N
NH,NH0056,NH8915,BARTLETT PUBLIC LIBRARY,1313 US RTE 302,BARTLETT,03812,M,P.O. BOX #399,BARTLETT,03812,0399,CARROLL,6033742755,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,2837,R_20,2647,1,R_20,0,R_20,0,R_20,0,R_20,0.8,R_20,0,R_20,0.8,R_20,46500,R_20,0,R_20,0,R_20,0,R_20,46500,R_20,-9,H_20,-9,H_20,-9,H_20,7500,R_20,600,R_20,500,R_20,8600,R_20,-9,H_20,46200,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,20579,R_20,31237,R_20,86,R_20,23828,R_20,349,R_20,17,R_20,0,R_20,20,R_20,20,R_20,227,R_20,302,R_20,CT,87,R_20,CT,2142,R_20,8750,R_20,3304,R_20,2450,R_20,6300,R_20,0,R_20,2450,R_20,8750,R_20,72,R_20,147,R_20,4,R_20,0,R_20,0,R_20,53,R_20,0,R_20,0,R_20,2,R_20,21,R_20,103,R_20,-1,2021,01,2,00,00,00,-71.28006,44.07804,33,003,03620,49167,42,42,9551.02,2062,3301,-4,N,T,100,STREETADDRESS,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N
NH,NH0057,NH89150,GORDON-NASH LIBRARY AT NEW HAMPTON SCHOOL,69 MAIN STREET,NEW HAMPTON,03256,4206,69 MAIN STREET,NEW HAMPTON,03256,4206,BELKNAP,6036773740,NO,SD,SO,N,CI1,N,01/01/2020,12/31/2020,2305,R_20,2150,1,R_20,0,R_20,0,R_20,1,R_20,1.5,R_20,0.5,R_20,2,R_20,0,R_20,0,R_20,0,R_20,150000,R_20,150000,R_20,-9,H_20,-9,H_20,-9,H_20,1500,R_20,5600,R_20,200,R_20,7300,R_20,-9,H_20,162300,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,21058,R_20,31237,R_20,229,R_20,23828,R_20,1000,R_20,17,R_20,0,R_20,20,R_20,20,R_20,-1,U_20,50,R_20,CT,0,R_20,CT,1879,R_20,4646,R_20,633,R_20,2869,R_20,1777,R_20,0,R_20,2869,R_20,4646,R_20,56,R_20,54,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,2,R_20,171,ID20,237,IG18,6787,2021,01,2,00,06,00,-71.65242554,43.60555195,33,001,51460,61551,42,42,9651,3058,3301,29060,1,E,100,POINTADDRESS,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y
NH,NH0058,NH89151,LANGDON LIBRARY,328 NIMBLE HILL ROAD,NEWINGTON,03801,2721,328 NIMBLE HILL ROAD,NEWINGTON,03801,2721,ROCKINGHAM,6034365154,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,799,R_20,745,1,R_20,0,R_20,0,R_20,0,R_20,2.65,R_20,0,R_20,2.65,R_20,216701,R_20,0,R_20,2200,R_20,27023,R_20,245924,R_20,133578,R_20,34008,R_20,167586,R_20,7456,R_20,1000,R_20,2000,R_20,10456,R_20,47232,R_20,225274,R_20,0,R_20,0,R_20,0,R_20,1000,R_20,1000,R_20,1000,R_20,17713,R_20,31237,R_20,726,R_20,23828,R_20,3749,R_20,17,R_20,0,R_20,20,R_20,20,R_20,297,R_20,2138,R_20,CT,69,R_20,CT,336,R_20,8293,R_20,1651,R_20,3681,R_20,4612,R_20,0,R_20,3681,R_20,8293,R_20,294,R_20,112,R_20,50,R_20,22,R_20,0,R_20,281,R_20,179,R_20,0,R_20,3,R_20,32,R_20,527,ID20,-1,2021,01,2,00,00,00,-70.83259651,43.09741967,33,015,M,311307,41,41,1075,1037,3301,14460,0,E,99.9,STREETADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
NH,NH0059,NH89152,NEW IPSWICH LIBRARY,6 MAIN STREET,NEW IPSWICH,03071,3718,PO BOX 320,NEW IPSWICH,03071,0320,HILLSBOROUGH,6038784644,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,5291,R_20,4936,1,R_20,0,R_20,0,R_20,0.6,R_20,0.95,R_20,0.08,R_20,1.03,R_20,40000,R_20,0,R_20,0,R_20,21826,R_20,61826,R_20,-9,H_20,-9,H_20,-9,H_20,5000,R_20,200,R_20,0,R_20,5200,R_20,-9,H_20,61789,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,10499,R_20,31237,R_20,107,R_20,23828,R_20,1300,R_20,17,R_20,0,R_20,20,R_20,20,R_20,852,R_20,3477,R_20,CT,50,R_20,ES,1200,R_20,10480,R_20,5238,R_20,2964,R_20,7516,R_20,0,R_20,2964,R_20,10480,R_20,46,R_20,68,R_20,49,R_20,43,R_20,1,R_20,860,R_20,510,R_20,135,R_20,1,R_20,60,R_20,1243,IG19,-1,2021,01,2,00,00,00,-71.8541171,42.75726006,33,011,M,418735,42,42,225.02,2048,3302,31700,0,E,100,POINTADDRESS,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N
NH,NH0060,NH89153,TRACY MEMORIAL LIBRARY,304 MAIN STREET,NEW LONDON,03257,7810,304 MAIN STREET,NEW LONDON,03257,7810,MERRIMACK,6035264656,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,4212,R_20,3929,1,R_20,0,R_20,0,R_20,1.9,R_20,2.8,R_20,2.83,R_20,5.63,R_20,537100,R_20,0,R_20,0,R_20,33697,R_20,570797,R_20,318299,R_20,70848,R_20,389147,R_20,23376,R_20,4900,R_20,9937,R_20,38213,R_20,113664,R_20,541024,R_20,35000,R_20,0,R_20,0,R_20,0,R_20,35000,R_20,13071,R_20,34005,R_20,31237,R_20,2311,R_20,23828,R_20,4776,R_20,17,R_20,6,R_20,21,R_20,27,R_20,840,R_20,18044,R_20,CT,1656,IQ20,M,2279,R_20,39100,R_20,8840,R_20,13087,R_20,26013,R_20,1460,R_20,14547,R_20,40560,R_20,678,R_20,473,R_20,161,R_20,148,R_20,0,R_20,1871,R_20,1729,R_20,0,R_20,12,R_20,1320,ID20,1525,ID20,17436,2021,01,2,00,00,00,-71.9852902,43.4145044,33,013,52020,152622,42,42,410.02,2011,3302,18180,1,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
NH,NH0061,NH89154,NEWMARKET PUBLIC LIBRARY,1 ELM STREET,NEWMARKET,03857,1201,1 ELM STREET,NEWMARKET,03857,1201,ROCKINGHAM,6036595311,NO,CI,SO,Y,CI1,N,07/01/2019,06/30/2020,9455,R_20,8820,1,R_20,0,R_20,0,R_20,1.38,R_20,4.23,R_20,0.75,R_20,4.98,R_20,319290,R_20,0,R_20,0,R_20,3599,R_20,322889,R_20,171945,R_20,39803,R_20,211748,R_20,29724,R_20,9590,R_20,503,R_20,39817,R_20,67725,R_20,319290,R_20,109885,R_20,0,R_20,0,R_20,0,R_20,109885,R_20,0,R_20,33245,R_20,31237,R_20,1712,R_20,23828,R_20,3550,R_20,17,R_20,4,R_20,22,R_20,26,R_20,2236,R_20,50000,R_20,ES,5648,IG18,M,9286,R_20,50769,R_20,14807,R_20,13951,R_20,36818,R_20,2090,R_20,16041,R_20,52859,R_20,1016,R_20,2524,R_20,316,R_20,125,R_20,1,R_20,3098,R_20,1261,R_20,8,R_20,6,R_20,4076,R_20,5206,ID20,-1,2021,01,2,00,00,00,-70.93524836,43.08159276,33,015,52260,311307,23,23,675.02,2001,3301,14460,0,E,100,STREETADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
NH,NH0062,NH89155,RICHARDS FREE LIBRARY,58 NORTH MAIN STREET,NEWPORT,03773,1543,58 NORTH MAIN STREET,NEWPORT,03773,1543,SULLIVAN,6038633430,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,6492,R_20,6056,1,R_20,0,R_20,0,R_20,3.09,R_20,3.09,R_20,1.59,R_20,4.68,R_20,345172,R_20,0,R_20,0,R_20,101719,R_20,446891,R_20,242233,R_20,32726,R_20,274959,R_20,14115,R_20,7203,R_20,878,R_20,22196,R_20,108363,R_20,405518,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,39544,R_20,31349,R_20,3025,R_20,23990,R_20,4326,R_20,30044,R_20,0,R_20,22,R_20,22,R_20,869,R_20,10867,R_20,CT,4703,R_20,CT,3023,R_20,16483,R_20,5543,R_20,4779,R_20,11704,R_20,814,R_20,5593,R_20,17297,R_20,276,R_20,286,R_20,174,R_20,114,R_20,8,R_20,2166,R_20,1754,R_20,55,R_20,14,R_20,826,R_20,33513,R_20,9262,2021,01,1,00,00,00,-72.17534834,43.36693178,33,019,52500,43267,33,33,9754.01,3018,3302,30100,1,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
NH,NH0063,NH89156,GALE LIBRARY,16 SOUTH MAIN STREET,NEWTON,03858,3310,PO BOX 329,NEWTON,03858,0329,ROCKINGHAM,6033824691,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,4980,R_20,4646,1,R_20,0,R_20,0,R_20,0,R_20,1.4,R_20,1.1,R_20,2.5,R_20,131138,R_20,0,R_20,0,R_20,720,R_20,131858,R_20,98963,R_20,10024,R_20,108987,R_20,14125,R_20,2199,R_20,2047,R_20,18371,R_20,11261,R_20,138619,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,28192,R_20,31237,R_20,794,R_20,23828,R_20,2160,R_20,30017,R_20,0,R_20,20,R_20,20,R_20,352,R_20,1936,R_20,CT,625,IG18,M,5496,R_20,7649,R_20,2303,R_20,3505,R_20,4144,R_20,0,R_20,3505,R_20,7649,R_20,417,R_20,134,R_20,95,R_20,67,R_20,0,R_20,945,R_20,806,R_20,0,R_20,6,R_20,187,R_20,1809,ID20,-1,2021,01,2,00,00,00,-71.03643772,42.86740116,33,015,M,311307,21,21,1021,1010,3301,14460,0,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N
NH,NH0064,NH89157,NORTH HAMPTON PUBLIC LIBRARY,237A ATLANTIC AVENUE,NORTH HAMPTON,03862,M,237A ATLANTIC AVENUE,NORTH HAMPTON,03862,2359,ROCKINGHAM,6039646326,NO,CI,SO,Y,CI1,N,07/01/2019,06/30/2020,4579,R_20,4272,1,R_20,0,R_20,0,R_20,2.19,R_20,3.54,R_20,0,R_20,3.54,R_20,407540,R_20,0,R_20,0,R_20,21198,R_20,428738,R_20,220848,R_20,102802,R_20,323650,R_20,16960,R_20,9600,R_20,3500,R_20,30060,R_20,51888,R_20,405598,R_20,0,R_20,0,R_20,0,R_20,3900000,R_20,3900000,R_20,0,R_20,30150,R_20,31241,R_20,1235,R_20,23828,R_20,2496,R_20,17,R_20,7,R_20,21,R_20,28,R_20,1612,R_20,13118,R_20,CT,0,R_20,M,2530,R_20,34315,R_20,8315,R_20,5454,R_20,28861,R_20,773,R_20,6227,R_20,35088,R_20,353,R_20,547,R_20,168,R_20,127,R_20,12,IQ20,1185,R_20,913,R_20,0,IP17,8,R_20,1558,R_20,1663,ID20,-1,2021,01,2,00,00,00,-70.83114515,42.97321618,33,015,M,311307,23,23,660,2027,3301,14460,0,E,100,STREETADDRESS,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
NH,NH0065,NH89158,NORTHUMBERLAND PUBLIC LIBRARY,31 STATE STREET,GROVETON,03582,4081,31 STATE STREET,GROVETON,03582,4081,COOS,6036362066,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,2258,R_20,2106,1,R_20,0,R_20,0,R_20,0,R_20,0.5,R_20,0.9,R_20,1.4,R_20,42975,R_20,0,R_20,0,R_20,1187,R_20,44162,R_20,-9,H_20,-9,H_20,-9,H_20,3354,R_20,480,R_20,0,R_20,3834,R_20,-9,H_20,42182,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,21754,R_20,31237,R_20,504,R_20,23828,R_20,1638,R_20,17,R_20,0,R_20,20,R_20,20,R_20,980,R_20,3280,R_20,ES,498,R_20,ES,1589,R_20,3882,R_20,733,R_20,1142,R_20,2740,R_20,0,R_20,1142,R_20,3882,R_20,221,R_20,208,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,2,R_20,286,R_20,425,R_20,-1,2021,01,1,00,00,00,-71.5139798,44.59891967,33,007,32260,31174,43,43,9504,2024,3302,13620,1,E,100,POINTADDRESS,N,N,N,N,N,N,N,N,N,Y,Y,N,N
NH,NH0066,NH89159,CHESLEY MEMORIAL LIBRARY,8 MOUNTAIN AVENUE,NORTHWOOD,03261,4318,8 MOUNTAIN AVENUE,NORTHWOOD,03261,4318,ROCKINGHAM,6039425472,NO,CI,SO,Y,CI1,N,01/01/2020,12/31/2020,4283,R_20,3995,1,R_20,0,R_20,0,R_20,0,R_20,2.85,R_20,0.38,R_20,3.23,R_20,175271,R_20,0,R_20,0,R_20,8410,R_20,183681,R_20,114005,R_20,26017,R_20,140022,R_20,14575,R_20,1620,R_20,875,R_20,17070,R_20,18179,R_20,175271,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,13897,R_20,31237,R_20,202,R_20,23828,R_20,943,R_20,17,R_20,0,R_20,21,R_20,21,R_20,702,R_20,532,R_20,ES,863,R_20,CT,2909,R_20,12610,R_20,3138,R_20,4474,R_20,8136,R_20,1126,R_20,5600,R_20,13736,R_20,500,R_20,245,R_20,57,R_20,13,R_20,1,R_20,608,R_20,205,R_20,5,R_20,3,R_20,330,ID20,1551,ID20,-1,2021,01,2,00,00,00,-71.14949266,43.19356561,33,015,M,311307,42,42,570,1023,3302,14460,0,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N
