STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE,C19WKSCL,C19WKSLO
ID,ID0108,002,Y,IDWEI,WEISER PUBLIC,628 E 1ST ST,WEISER,83672,2241,WASHINGTON,2085491243,CE,4000,R_20,0,1800,R_20,40,R_20,2021,07,00,00,00,-116.968034,44.2480421,16,087,86140,10360,33,9702,2026,1601,-4,N,E,100,STREETADDRESS,8,0
ID,ID0109,002,Y,IDWEN,SHERBURN SMITH MEMORIAL,375 1ST AVE E,WENDELL,83355,M,GOODING,2085366195,CE,1341,R_20,0,1470,R_20,49,R_20,2021,07,00,00,00,-114.6991034,42.77636348,16,047,86320,15618,33,9602.01,3008,1602,-4,N,E,100,STREETADDRESS,3,8
ID,ID0110,002,Y,IDWI,WILDER DISTRICT,111 2ND ST,WILDER,83676,5557,CANYON,2084827880,CE,5000,R_20,0,1171,R_20,46,R_20,2021,07,00,00,00,-116.9084833,43.67645304,16,027,87670,237053,42,222,2046,1601,14260,0,E,100,POINTADDRESS,6,2
ID,ID0111,002,Y,IDKE,KELLOGG PUBLIC,16 W MARKET AVE,KELLOGG,83837,2417,SHOSHONE,2087867231,CE,3422,R_20,0,1003,R_20,34,R_20,2021,07,00,00,00,-116.1219717,47.53377257,16,079,42580,12911,32,9603,5037,1601,-4,N,E,100,POINTADDRESS,18,8
ID,ID0112,002,Y,IDFE,TRI-COMMUNITY BRANCH,46 ISAACSON,FERNWOOD,83830,M,BENEWAH,2082454883,BR,1400,R_20,0,1085,R_20,31,R_20,2021,07,00,00,00,-116.3941264,47.11323929,16,009,27640,9430,43,9501,4150,1601,-4,N,E,99,STREETADDRESS,6,6
ID,ID0112,003,Y,IDFE,TENSED-DESMET BRANCH,304 C ST,TENSED,83870,M,BENEWAH,2082742922,BR,1920,R_20,0,550,R_20,22,R_20,2021,07,00,00,00,-116.9229348,47.16118677,16,009,80200,9430,43,9400,1054,1601,-4,N,E,98.9,STREETADDRESSEXT,6,6
ID,ID0120,002,Y,IDCC,COMMUNITY LIBRARY NETWORK - HAYDEN,8385 N GOVERNMENT WY,HAYDEN,83835,9258,KOOTENAI,2087725612,BR,20498,R_20,0,2596,R_20,44,R_20,2021,07,00,00,00,-116.7866936,47.74794973,16,055,36370,170628,23,10.03,1011,1601,17660,0,E,100,POINTADDRESS,8,5
ID,ID0120,003,Y,IDCC-A,COMMUNITY LIBRARY NETWORK - ATHOL,30399 N 3RD,ATHOL,83801,8896,KOOTENAI,2086832979,BR,3065,R_20,0,1302,R_20,42,R_20,2021,07,00,00,00,-116.7067275,47.94755101,16,055,03700,170628,42,2.03,2061,1601,17660,0,E,99.01,POINTADDRESS,10,2
ID,ID0120,004,Y,IDCC-R,COMMUNITY LIBRARY NETWORK - RATHDRUM,16320 HIGHWAY 41,RATHDRUM,83858,8735,KOOTENAI,2086871029,BR,5398,R_20,0,1932,R_20,42,R_20,2021,07,00,00,00,-116.8804593,47.82201202,16,055,66340,170628,31,3.04,2004,1601,17660,0,E,99.61,POINTADDRESS,10,2
ID,ID0120,005,Y,IDCC-S,COMMUNITY LIBRARY NETWORK - SPIRIT LAKE,32575 N 5TH,SPIRIT LAKE,83869,5073,KOOTENAI,2086235353,BR,3250,R_20,0,1302,R_20,42,R_20,2021,07,00,00,00,-116.8686259,47.96902481,16,055,76060,170628,42,1.02,2020,1601,17660,0,E,99.01,POINTADDRESS,10,5
ID,ID0120,006,Y,IDCC-BM,COMMUNITY LIBRARY NETWORK - BOOKMOBILE,8385 N GOVERNMENT WY,HAYDEN,83835,9258,KOOTENAI,2087727405,BS,-4,N_20,3,2016,R_20,42,R_20,2021,07,00,00,00,-116.7866936,47.74794973,16,055,36370,170628,23,10.03,1011,1601,17660,0,E,100,POINTADDRESS,10,8
ID,ID0120,007,Y,IDCC-P,COMMUNITY LIBRARY NETWORK - PINEHURST,107 MAIN,PINEHURST,83850,M,SHOSHONE,2086823483,BR,3218,R_20,0,1512,R_20,42,R_20,2021,07,00,00,00,-116.235479,47.53793366,16,079,63100,12911,41,9602,4011,1601,-4,N,E,99,STREETADDRESS,10,5
ID,ID0120,008,Y,IDCC-HR,COMMUNITY LIBRARY NETWORK - HARRISON,111 S COEUR D`ALENE,HARRISON,83833,9532,KOOTENAI,2086893976,BR,1512,R_20,0,1050,R_20,42,R_20,2021,07,00,00,00,-116.7860033,47.45421331,16,055,35200,170628,42,19.02,1115,1601,17660,0,E,99.01,POINTADDRESS,10,2
ID,ID0120,010,Y,IDCC-PF,COMMUNITY LIBRARY NETWORK - POST FALLS,821 N SPOKANE,POST FALLS,83854,8692,KOOTENAI,2087731506,BR,21886,R_20,0,2520,R_20,42,R_20,2021,07,00,00,00,-116.9481075,47.71641998,16,055,64810,170628,23,4.02,4019,1601,17660,0,E,99.01,POINTADDRESS,10,2
ID,ID0123,001,Y,IDFRE-IP,FREMONT DISTRICT - ISLAND PARK,3775 SAND CRANE DRIVE,ISLAND PARK,83429,5135,FREMONT,2085580991,BR,1600,R_20,0,1876,R_20,49,R_20,2021,07,00,00,07,-111.39919,44.37410747,16,043,M,13218,43,9701,1405,1602,39940,1,E,100,POINTADDRESS,3,25
ID,ID0123,002,Y,IDFRE-SA,FREMONT DISTRICT - ST. ANTHONY,420 N BRIDGE STE E,ST. ANTHONY,83445,1433,FREMONT,2086243192,BR,7116,R_20,0,2100,R_20,50,R_20,2021,07,00,00,00,-111.6824825,43.97068898,16,043,71020,13218,32,9703.01,2039,1602,39940,1,E,99.01,SUBADDRESS,2,26
ID,ID0123,003,Y,IDFRE-A,FREMONT DISTRICT - ASHTON,925 MAIN,ASHTON,83420,4711,FREMONT,2086527280,CE,3502,R_20,0,2100,R_20,50,R_20,2021,07,00,00,00,-111.4422104,44.07136251,16,043,03610,13218,43,9702,2034,1602,39940,1,E,99,POINTADDRESS,2,26
ID,ID0123,004,Y,IDFRE-BM,FREMONT DISTRICT - BOOKMOBILE,420 N BRIDGE STE E,ASHTON,83420,M,FREMONT,2086527280,BS,-4,N_20,1,0,R_20,0,R_20,2021,07,00,00,00,-111.4434361,44.07410887,16,043,03610,13218,43,9702,2004,1602,39940,1,E,86,POSTAL,39,-1
ID,ID0124,001,Y,ID0124-001,MEADOWS VALLEY DISTRICT,400 VIRGINIA ST,NEW MEADOWS,83654,M,ADAMS,2083473147,CE,3000,R_20,0,1606,R_20,44,R_20,2021,07,00,00,00,-116.2826401,44.97113224,16,003,56890,4447,43,9501,1315,1601,-4,N,E,100,POINTADDRESS,8,3
ID,ID0125,001,Y,IDPRP,PRIEST LAKE DISTRICT,28769 HWY 57,PRIEST LAKE,83856,8658,BONNER,2084432454,CE,2543,R_20,0,1688,R_20,44,R_20,2021,07,00,00,00,-116.9392274,48.52597663,16,017,M,46817,43,9506,3013,1601,41760,1,E,100,POINTADDRESS,8,6
ID,ID0126,001,Y,IDDON,DONNELLY PUBLIC LIBRARY DISTRICT,150 E STATE ST,DONNELLY,83615,M,VALLEY,2083258237,CE,1024,R_20,0,1530,R_20,51,R_20,2021,07,00,00,00,-116.0775949,44.73301715,16,085,22330,11792,43,9703.02,2146,1601,-4,N,E,100,STREETADDRESS,1,4
IL,IL0001,002,Y,3037200,JOHN MOSSER PUBLIC LIBRARY DISTRICT,106 WEST MEEK STREET,ABINGDON,61410,1451,KNOX,3094623129,CE,4493,R_20,0,962,R_20,37,R_20,2021,03,00,00,00,-90.39915298,40.80237254,17,095,00113,49053,33,15,3021,1717,23660,1,E,100,POINTADDRESS,-1,-1
IL,IL0002,002,Y,3000200,ACORN PUBLIC LIBRARY DISTRICT,15624 SOUTH CENTRAL AVENUE,OAK FOREST,60452,3204,COOK,7086873700,CE,20000,R_20,0,2384,R_20,36,R_20,2021,03,00,00,00,-87.75617605,41.60738553,17,031,54638,5108284,21,8245.05,3000,1701,16980,0,E,99.04,POINTADDRESS,-1,-1
IL,IL0003,002,Y,3000300,ADDISON PUBLIC LIBRARY,4 FRIENDSHIP PLAZA,ADDISON,60101,2787,DUPAGE,6305433617,CE,54600,R_20,0,2988,R_20,46,R_20,2021,03,00,00,00,-87.99296364,41.93288186,17,043,00243,917481,21,8403.03,1006,1708,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0005,002,Y,3000500,ALBION PUBLIC LIBRARY,6 NORTH FOURTH STREET,ALBION,62806,1221,EDWARDS,6184453314,CE,3380,R_20,0,1128,R_20,40,R_20,2021,03,00,00,00,-88.05620607,38.37714142,17,047,00568,6356,43,9571,2031,1715,-4,N,E,100,STREETADDRESS,-1,-1
IL,IL0006,003,Y,3000601,EASTGATE BRANCH LIBRARY,115 EASTGATE DRIVE,ALGONQUIN,60102,3052,MCHENRY,8476584343,BR,16000,R_20,0,2196,R_20,36,R_20,2021,03,00,00,00,-88.28380453,42.16348135,17,111,00685,305888,21,8714.04,1024,1706,16980,0,E,100,STREETADDRESS,-1,-1
IL,IL0006,004,Y,3000600,ALGONQUIN AREA PUBLIC LIBRARY DISTRICT,2600 HARNISH DRIVE,ALGONQUIN,60102,5900,MCHENRY,8474586060,CE,43000,R_20,0,2520,R_20,36,R_20,2021,03,00,00,00,-88.34612398,42.16130749,17,111,00685,305888,21,8712.06,3016,1706,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0007,002,Y,3000900,ALPHA PARK PUBLIC LIBRARY DISTRICT,3527 SOUTH AIRPORT ROAD,BARTONVILLE,61607,1733,PEORIA,3096973822,CE,20562,R_20,0,1950,R_20,30,R_20,2021,03,00,00,00,-89.68042163,40.64592516,17,143,04039,177652,41,48.01,2008,1717,37900,0,E,99.04,POINTADDRESS,-1,-1
IL,IL0008,002,Y,3001000,ALSIP-MERRIONETTE PARK LIBRARY DISTRICT,11960 SOUTH PULASKI ROAD,ALSIP,60803,1169,COOK,7083715666,CE,25000,R_20,0,2792,R_20,36,R_20,2021,03,00,00,00,-87.71970488,41.67505799,17,031,01010,5108284,21,8233.03,5000,1701,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0009,002,Y,3001100,ALTAMONT PUBLIC LIBRARY,121 WEST WASHINGTON AVENUE,ALTAMONT,62411,1451,EFFINGHAM,6184835457,CE,4608,R_20,0,1124,R_20,45,R_20,2021,03,00,00,00,-88.7494138,39.06034459,17,049,01049,34065,42,9503,3027,1715,20820,1,E,100,POINTADDRESS,-1,-1
IL,IL0010,002,Y,3056800,RANSOM MEMORIAL PUBLIC LIBRARY,110 EAST MAIN STREET,ALTONA,61414,9380,KNOX,3094846193,CE,1800,R_20,0,1050,R_20,52,R_20,2021,03,00,00,00,-90.16338219,41.11448473,17,095,01140,49053,42,1,2061,1717,23660,1,E,100,POINTADDRESS,-1,-1
IL,IL0011,002,Y,3052900,PANKHURST MEMORIAL LIBRARY,3 SOUTH JEFFERSON AVENUE,AMBOY,61310,1431,LEE,8158573925,CE,4121,R_20,0,1768,R_20,52,R_20,2021,03,00,00,00,-89.32773143,41.71469069,17,103,01270,33647,42,8,2038,1716,19940,1,E,100,POINTADDRESS,-1,-1
IL,IL0012,002,Y,3001300,ANDALUSIA TOWNSHIP LIBRARY,503 SECOND STREET WEST,ANDALUSIA,61232,9222,ROCK ISLAND,3097982542,CE,2702,R_20,0,1872,R_20,52,R_20,2021,03,00,00,00,-90.72063308,41.43971787,17,161,01426,140907,41,241.02,1040,1717,19340,0,E,100,POINTADDRESS,-1,-1
IL,IL0013,002,Y,3063700,STINSON MEMORIAL PUBLIC LIBRARY DISTRICT,409 SOUTH MAIN STREET,ANNA,62906,1211,UNION,6188332521,CE,4800,R_20,0,1777,R_20,40,R_20,2021,03,00,00,00,-89.2517374,37.45808751,17,181,01543,16498,32,9504,3051,1712,-4,N,E,100,POINTADDRESS,-1,-1
IL,IL0013,003,Y,3063701,COBDEN BRANCH LIBRARY,100 SOUTH FRONT STREET,COBDEN,62920,M,UNION,6188934637,BR,525,R_20,0,360,R_20,30,R_20,2021,03,00,00,00,-89.25359655,37.53258759,17,181,15300,16498,42,9501,4002,1712,-4,N,E,100,STREETADDRESS,-1,-1
IL,IL0013,005,Y,3063702,WOLF LAKE BRANCH LIBRARY,3365 STATE ROUTE 3 NORTH,WOLF LAKE,62998,1157,UNION,-3,BR,-3,U_20,-3,-3,U_20,-3,U_20,2021,03,03,00,00,-89.42354052,37.48888602,17,181,M,16498,42,9502,2064,1712,-4,N,E,99.9,POINTADDRESS,-3,-3
IL,IL0014,002,Y,3001500,ANNAWAN-ALBA TOWNSHIP LIBRARY,"200 NORTH MEADOW LANE, SUITE 2",ANNAWAN,61234,7607,HENRY,3099356483,CE,2260,R_20,0,1612,R_20,52,R_20,2021,03,00,00,00,-89.90764748,41.40282141,17,073,01569,48411,42,305,1004,1717,19340,0,E,100,SUBADDRESS,-1,-1
IL,IL0015,002,Y,3001600,ANTIOCH PUBLIC LIBRARY DISTRICT,757 MAIN STREET,ANTIOCH,60002,1398,LAKE,8473950874,CE,31000,R_20,0,2538,R_20,41,R_20,2021,03,00,00,00,-88.09576508,42.48240576,17,097,01595,693593,21,8608.12,1017,1714,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0016,002,Y,3001700,ARCOLA PUBLIC LIBRARY DISTRICT,407 EAST MAIN STREET,ARCOLA,61910,1513,DOUGLAS,2172684477,CE,9322,R_20,0,1775,R_20,37,R_20,2021,03,00,00,00,-88.30326429,39.68403262,17,041,01881,19510,32,9524,2039,1715,-4,N,E,100,POINTADDRESS,-1,-1
IL,IL0018,002,Y,3001900,ARLINGTON HEIGHTS MEMORIAL LIBRARY,500 NORTH DUNTON AVENUE,ARLINGTON HEIGHTS,60004,5910,COOK,8473920100,CE,132000,R_20,0,4291,R_20,52,R_20,2021,03,00,00,00,-87.98289555,42.08779787,17,031,02154,5108284,21,8033,3015,1709,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0018,004,Y,3001901,ARLINGTON HEIGHTS MEMORIAL LIBRARY BOOKMOBILE,500 NORTH DUNTON AVENUE,ARLINGTON HEIGHTS,60004,5910,COOK,8473920100,BS,-4,N_20,1,1092,R_20,52,R_20,2021,03,00,00,00,-87.98289555,42.08779787,17,031,02154,5108284,21,8033,3015,1709,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0018,005,Y,3001902,ARLINGTON HEIGHTS SENIOR CENTER BRANCH,1801 WEST CENTRAL ROAD,ARLINGTON HEIGHTS,60005,2410,COOK,8478703710,BR,1405,R_20,0,2203,R_20,52,R_20,2021,03,00,00,00,-88.00611962,42.06661093,17,031,02154,5108284,21,8051.06,1000,1708,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0019,002,Y,3002000,ARTHUR PUBLIC LIBRARY DISTRICT,225 SOUTH WALNUT STREET,ARTHUR,61911,1269,MOULTRIE,2175432037,CE,5000,R_20,0,2412,R_20,41,R_20,2021,03,00,00,00,-88.473501,39.71516292,17,139,02414,14347,42,9769,2036,1715,-4,N,E,100,POINTADDRESS,-1,-1
IL,IL0020,002,Y,3002100,PRAIRIE SKIES PUBLIC LIBRARY DISTRICT,125 WEST EDITOR STREET,ASHLAND,62612,7540,CASS,2174763417,CE,3600,R_20,0,1807,R_20,40,R_20,2021,03,00,00,00,-90.00770201,39.88871748,17,017,02505,11925,42,9601,3033,1718,-4,N,E,100,POINTADDRESS,-1,-1
IL,IL0020,003,Y,3002101,PRAIRIE SKIES PUBLIC LIBRARY DISTRICT BRANCH,555 BUCKEYE ROAD,PLEASANT PLAINS,62677,3661,SANGAMON,2176261553,BR,4400,R_20,0,1780,R_20,40,R_20,2021,03,00,00,00,-89.92267481,39.87813088,17,167,60599,193882,42,35,1018,1718,44100,0,E,100,POINTADDRESS,-1,-1
IL,IL0021,002,Y,3002200,ASHLEY PUBLIC LIBRARY DISTRICT,70 NORTH SECOND STREET,ASHLEY,62808,1097,WASHINGTON,6184852295,CE,2400,R_20,0,570,R_20,38,R_20,2021,03,00,00,00,-89.18862922,38.32731237,17,189,02531,13764,42,9504,1073,1715,-4,N,E,100,POINTADDRESS,-1,-1
IL,IL0022,002,Y,3045800,MILLS & PETRIE MEMORIAL LIBRARY AND GYMNASIUM,704 NORTH FIRST STREET,ASHTON,61006,9416,LEE,8154532213,CE,2200,R_20,0,1125,R_20,45,R_20,2021,03,00,00,00,-89.2227869,41.86704289,17,103,02583,33647,42,1,1025,1716,19940,1,E,100,POINTADDRESS,-1,-1
IL,IL0023,002,Y,3002300,ASSUMPTION PUBLIC LIBRARY DISTRICT,205 NORTH OAK STREET,ASSUMPTION,62510,1100,CHRISTIAN,2172263915,CE,4000,R_20,0,1329,R_20,37,R_20,2021,03,00,00,00,-89.04864495,39.52033501,17,021,02609,32075,42,9587,1011,1713,45380,1,E,100,STREETADDRESS,-1,-1
IL,IL0024,002,Y,3002400,ASTORIA PUBLIC LIBRARY DISTRICT,220 WEST BROADWAY STREET,ASTORIA,61501,9630,FULTON,3093292423,CE,5000,R_20,0,1676,R_20,40,R_20,2021,03,00,00,00,-90.3603736,40.22692019,17,057,02635,33690,43,9539,3080,1717,37900,0,E,98.35,POINTADDRESS,-1,-1
IL,IL0025,002,Y,3002500,ATKINSON PUBLIC LIBRARY DISTRICT,109 SOUTH STATE STREET,ATKINSON,61235,9788,HENRY,3099367606,CE,3506,R_20,0,1127,R_20,41,R_20,2021,03,00,00,00,-90.01550748,41.41513798,17,073,02726,48411,42,304,3022,1717,19340,0,E,100,POINTADDRESS,-1,-1
IL,IL0026,002,Y,3002600,ATLANTA PUBLIC LIBRARY DISTRICT,100 RACE STREET,ATLANTA,61723,7570,LOGAN,2176482112,CE,1485,R_20,0,1214,R_20,34,R_20,2021,03,00,00,00,-89.23222618,40.26058153,17,107,02752,28383,42,9529,1053,1718,30660,1,E,99.62,POINTADDRESS,-1,-1
IL,IL0027,004,Y,3002700,ATWOOD-HAMMOND PUBLIC LIBRARY DISTRICT,123 NORTH MAIN STREET,ATWOOD,61913,7104,PIATT,2175782727,CE,4368,R_20,0,1672,R_20,38,R_20,2021,03,00,00,00,-88.46234753,39.80043102,17,147,02882,16355,42,9547,4083,1713,16580,0,E,100,POINTADDRESS,-1,-1
IL,IL0028,002,Y,3002800,AUBURN PUBLIC LIBRARY DISTRICT,338 WEST JEFFERSON STREET,AUBURN,62615,1463,SANGAMON,2174386211,CE,7000,R_20,0,1221,R_20,39,R_20,2021,03,00,00,00,-89.74517208,39.5918637,17,167,02921,193882,31,34,2022,1718,44100,0,E,100,POINTADDRESS,-1,-1
IL,IL0029,004,Y,3002903,AURORA PUBLIC LIBRARY BOOKMOBILE,101 SOUTH RIVER STREET,AURORA,60506,6005,KANE,6302642705,BS,-4,N_20,1,1784,R_20,52,R_20,2021,03,00,00,07,-88.3197841,41.75688624,17,089,03012,531010,21,8547,2014,1711,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0029,005,Y,3002901,EOLA ROAD BRANCH LIBRARY,555 SOUTH EOLA ROAD,AURORA,60504,8911,DUPAGE,6302643400,BR,34000,R_20,0,3339,R_20,52,R_20,2021,03,00,00,00,-88.2471757,41.74505506,17,043,03012,917481,21,8465.18,2003,1711,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0029,006,Y,3002902,WEST BRANCH LIBRARY,233 SOUTH CONSTITUTION DRIVE,AURORA,60506,4468,KANE,6302643600,BR,20000,R_20,0,2832,R_20,52,R_20,2021,03,00,00,00,-88.36720748,41.75868998,17,089,03012,531010,21,8540.01,1003,1711,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0029,007,Y,3002900,AURORA PUBLIC LIBRARY,101 SOUTH RIVER STREET,AURORA,60506,6005,KANE,6302644100,CE,97000,R_20,0,3164,R_20,52,R_20,2021,03,00,00,00,-88.3197841,41.75688624,17,089,03012,531010,21,8547,2014,1711,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0030,002,Y,3067700,VILLAGE OF AVON PUBLIC LIBRARY,105 SOUTH MAIN STREET,AVON,61415,M,FULTON,3094653933,CE,1398,R_20,0,999,R_20,45,R_20,2021,03,00,00,00,-90.43509701,40.66191215,17,057,03207,33690,42,9530,3029,1717,37900,0,E,100,STREETADDRESS,-1,-1
IL,IL0031,002,Y,3003100,BARCLAY PUBLIC LIBRARY DISTRICT,220 SOUTH MAIN STREET,WARRENSBURG,62573,9659,MACON,2176723621,CE,5000,R_20,0,2300,R_20,42,R_20,2021,03,00,00,00,-89.06233615,39.92931237,17,115,78916,103015,41,28,2018,1713,19500,0,E,100,POINTADDRESS,-1,-1
IL,IL0032,002,Y,3003200,BARRINGTON PUBLIC LIBRARY DISTRICT,505 NORTH NORTHWEST HIGHWAY,BARRINGTON,60010,3399,LAKE,8473821300,CE,60000,R_20,0,2785,R_20,38,R_20,2021,03,00,00,00,-88.12760659,42.1593792,17,097,03844,693593,21,8643.08,1015,1706,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0033,002,Y,3003400,BARRY PUBLIC LIBRARY,880 BAINBRIDGE STREET,BARRY,62312,1207,PIKE,2173352149,CE,3360,R_20,0,1098,R_20,39,R_20,2021,03,00,00,00,-91.04044882,39.69287615,17,149,03948,15239,43,9525,1068,1718,-4,N,E,100,STREETADDRESS,-1,-1
IL,IL0034,002,Y,3003300,BARTLETT PUBLIC LIBRARY DISTRICT,800 SOUTH BARTLETT ROAD,BARTLETT,60103,4663,DUPAGE,6308372855,CE,30800,R_20,0,2677,R_20,52,R_20,2021,03,00,00,00,-88.18370751,41.97680898,17,043,04013,917481,21,8413.16,1014,1706,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0035,002,Y,3003500,BATAVIA PUBLIC LIBRARY DISTRICT,10 SOUTH BATAVIA AVENUE,BATAVIA,60510,2449,KANE,6308791393,CE,54000,R_20,0,2438,R_20,37,R_20,2021,03,00,00,00,-88.31189488,41.84939328,17,089,04078,531010,21,8527,3008,1714,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0036,002,Y,3003600,BEARDSTOWN HOUSTON MEMORIAL PUBLIC LIBRARY,13 BOULEVARD ROAD,BEARDSTOWN,62618,8119,CASS,2173234204,CE,8500,R_20,0,1640,R_20,41,R_20,2021,03,00,00,00,-90.42755762,40.00615778,17,017,04351,11925,33,9603,2020,1718,-4,N,E,100,STREETADDRESS,-1,-1
IL,IL0037,002,Y,3003700,BEDFORD PARK PUBLIC LIBRARY DISTRICT,7816 WEST 65TH PLACE,BEDFORD PARK,60501,1914,COOK,7084586826,CE,17000,R_20,0,3018,R_20,52,R_20,2021,03,00,00,00,-87.81640698,41.772728,17,031,04572,5108284,21,8205.01,1014,1703,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0038,002,Y,3004000,BELLEVILLE PUBLIC LIBRARY,121 EAST WASHINGTON STREET,BELLEVILLE,62220,2205,ST. CLAIR,6182340441,CE,19650,R_20,0,2940,R_20,49,R_20,2021,03,00,00,00,-89.98187569,38.51264262,17,163,04845,258046,21,5017,2059,1712,41180,0,E,100,POINTADDRESS,-1,-1
IL,IL0038,004,Y,3004001,WEST BRANCH LIBRARY,3414 W. MAIN STREET,BELLEVILLE,62226,6221,ST. CLAIR,6182334366,BR,3112,R_20,0,2496,R_20,49,R_20,2021,03,00,00,00,-90.0151396,38.5325607,17,163,04845,258046,21,5016.02,1005,1712,41180,0,E,100,POINTADDRESS,-1,-1
IL,IL0039,002,Y,3004200,BELLWOOD PUBLIC LIBRARY,600 BOHLAND AVENUE,BELLWOOD,60104,1865,COOK,7085477393,CE,16000,R_20,0,3124,R_20,52,R_20,2021,03,00,00,00,-87.87713747,41.881343,17,031,04975,5108284,21,8171.01,1006,1707,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0040,002,Y,3036300,IDA PUBLIC LIBRARY,320 NORTH STATE STREET,BELVIDERE,61008,3225,BOONE,8155443838,CE,15000,R_20,0,2964,R_20,46,R_20,2021,03,00,00,00,-88.84576621,42.26194322,17,007,05092,52777,21,101.02,3008,1716,40420,0,E,100,POINTADDRESS,-1,-1
IL,IL0041,002,Y,3004300,BEMENT PUBLIC LIBRARY DISTRICT,349 SOUTH MACON STREET,BEMENT,61813,1412,PIATT,2176787101,CE,3800,R_20,0,1104,R_20,43,R_20,2021,03,00,00,00,-88.57142333,39.91977184,17,147,05144,16355,42,9547,2038,1713,16580,0,E,100,POINTADDRESS,-1,-1
IL,IL0042,002,Y,3004400,BENSENVILLE COMMUNITY PUBLIC LIBRARY DISTRICT,200 SOUTH CHURCH ROAD,BENSENVILLE,60106,2303,DUPAGE,6307664642,CE,27592,R_20,0,3536,R_20,52,R_20,2021,03,00,00,00,-87.9511159,41.95226182,17,043,05248,917481,21,8408.02,4006,1705,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0043,002,Y,3004500,BENTON PUBLIC LIBRARY DISTRICT,502 SOUTH MAIN STREET,BENTON,62812,1712,FRANKLIN,6184387511,CE,10500,R_20,0,2188,R_20,36,R_20,2021,03,00,00,00,-88.92039247,37.99138602,17,055,05300,38060,32,406,1093,1712,-4,N,E,100,POINTADDRESS,-1,-1
IL,IL0044,002,Y,3004600,BERKELEY PUBLIC LIBRARY,1637 NORTH TAFT AVENUE,BERKELEY,60163,1461,COOK,7085446017,CE,11484,R_20,0,2655,R_20,45,R_20,2021,03,00,00,00,-87.91302249,41.88406402,17,031,05404,5108284,21,8168,3010,1704,16980,0,E,100,POINTADDRESS,-1,-1
IL,IL0045,002,Y,3004700,BERTOLET MEMORIAL LIBRARY DISTRICT,705 MAIN STREET,LEAF RIVER,61047,4538,OGLE,8157382742,CE,5475,R_20,0,2018,R_20,52,R_20,2021,03,00,00,00,-89.40388688,42.12025268,17,141,42457,50306,42,9607,3030,1716,40300,1,E,100,POINTADDRESS,-1,-1
IL,IL0046,002,Y,3004800,BERWYN PUBLIC LIBRARY,2701 SOUTH HARLEM AVENUE,BERWYN,60402,M,COOK,7087958000,CE,33000,R_20,0,3495,R_20,52,R_20,2021,03,00,00,00,-87.80328169,41.84180378,17,031,05573,5108284,21,8148,5009,1707,16980,0,E,99.04,STREETADDRESS,-1,-1
IL,IL0047,002,Y,3005000,BETHALTO PUBLIC LIBRARY DISTRICT,321 SOUTH PRAIRIE STREET,BETHALTO,62010,1525,MADISON,6183778141,CE,9720,R_20,0,2473,R_20,41,R_20,2021,03,00,00,00,-90.04054859,38.90746798,17,119,05599,262635,23,4017.22,2021,1712,41180,0,E,100,POINTADDRESS,-1,-1
IL,IL0048,002,Y,3005100,BLANDINSVILLE-HIRE LIBRARY DISTRICT,130 SOUTH MAIN STREET,BLANDINSVILLE,61420,5045,MCDONOUGH,3096523166,CE,2856,R_20,0,2106,R_20,52,R_20,2021,03,00,00,00,-90.86626412,40.55552562,17,109,06470,29295,42,102,3042,1718,31380,1,E,100,POINTADDRESS,-1,-1
IL,IL0049,002,Y,3005200,BLOOMINGDALE PUBLIC LIBRARY,101 FAIRFIELD WAY,BLOOMINGDALE,60108,1537,DUPAGE,6305293120,CE,35000,R_20,0,2828,R_20,45,R_20,2021,03,00,00,00,-88.07917092,41.94852492,17,043,06587,917481,21,8411.1,2002,1708,16980,0,E,100,POINTADDRESS,-1,-1
